766			
181	307	231	
677	488	247	514
119	622	528	683
197	741	759	
359	459	264	123
486	697	622	387
670	444	425	284
355	508	440	688
489	384	94	673
623	575	653	280
312	520	656	324
383	349	665	272
348	381	269	345
496	761	63	748
667	49	352	428
278	164	684	557
457	569	307	717
642	718	141	311
658	310	375	660
443	320	642	718
477	322	359	480
563	715	617	296
476	227	365	
714	34	336	719
661	198	713	
674	764	736	
128	509	346	
712	96	190	
49	531	428	64
273	666	364	607
376	722	574	360
430	698	489	62
367	516	373	730
105	744	16	645
569	372	717	380
216	204	724	
4	394	155	707
627	720	203	551
390	664	753	162
366	725	533	690
434	571	590	727
345	445	578	446
369	730	415	485
559	710	466	318
633	727	719	491
135	491	612	220
590	472	572	495
573	722	574	13
695	393	641	189
495	5	341	520
67	566	582	632
473	624	702	166
594	132	740	35
606	732	153	686
683	599	106	583
589	602	633	682
576	680	184	631
728	618	733	
675	412	693	737
678	240	676	
682	703	729	612
760	696	343	552
624	632	754	169
765	706	689	613
373	295	585	
694	70	766	286
163	728	536	698
192	165	254	638
699	703	6	341
716	725	637	
423	4	719	496
691	701	468	731
730	585	53	147
90	738	712	
194	716	754	8
41	276	223	762
183	759	741	401
684	557	564	139
717	658	616	399
626	732	74	153
74	187	167	742
711	90	606	
568	662	93	735
739	109	16	25
627	114	551	
93	692	116	391
30	350	762	623
8	412	616	7
147	619	587	
155	672	184	
387	647	162	199
592	254	29	591
168	331	648	555
191	484	762	396
155	697	394	
721	733	637	12
555	500	560	302
758	197	519	
498	338	598	94
199	212	756	54
519	662	735	204
316	480	630	720
672	652	305	576
629	734	752	745
106	568	93	105
580	684	277	47
575	371	280	722
386	392	724	409
